Date,Close
2020-07-23 00:00:00-04:00,231.33090209960938
2020-07-24 00:00:00-04:00,229.4512176513672
2020-07-27 00:00:00-04:00,232.22598266601562
2020-07-28 00:00:00-04:00,228.8644256591797
2020-07-29 00:00:00-04:00,232.0171356201172
2020-07-30 00:00:00-04:00,233.22055053710938
2020-07-31 00:00:00-04:00,252.2859344482422
2020-08-03 00:00:00-04:00,250.5852813720703
2020-08-04 00:00:00-04:00,248.46688842773438
2020-08-05 00:00:00-04:00,247.76075744628906
2020-08-06 00:00:00-04:00,263.8325500488281
2020-08-07 00:00:00-04:00,266.975341796875
2020-08-10 00:00:00-04:00,261.5650329589844
2020-08-11 00:00:00-04:00,254.73251342773438
2020-08-12 00:00:00-04:00,258.4720153808594
2020-08-13 00:00:00-04:00,259.874267578125
2020-08-14 00:00:00-04:00,259.81463623046875
2020-08-17 00:00:00-04:00,259.735107421875
2020-08-18 00:00:00-04:00,260.9086608886719
2020-08-19 00:00:00-04:00,261.1572570800781
2020-08-20 00:00:00-04:00,267.5422668457031
2020-08-21 00:00:00-04:00,265.5531311035156
2020-08-24 00:00:00-04:00,269.9093017578125
2020-08-25 00:00:00-04:00,279.2878112792969
2020-08-26 00:00:00-04:00,302.2518310546875
2020-08-27 00:00:00-04:00,291.6201171875
2020-08-28 00:00:00-04:00,292.0577087402344
2020-08-31 00:00:00-04:00,291.6003112792969
2020-09-01 00:00:00-04:00,293.8280334472656
2020-09-02 00:00:00-04:00,300.8495178222656
2020-09-03 00:00:00-04:00,289.5315856933594
2020-09-04 00:00:00-04:00,281.1874084472656
2020-09-08 00:00:00-04:00,269.6805114746094
2020-09-09 00:00:00-04:00,272.2265625
2020-09-10 00:00:00-04:00,266.6272888183594
2020-09-11 00:00:00-04:00,265.15533447265625
2020-09-14 00:00:00-04:00,264.6978454589844
2020-09-15 00:00:00-04:00,270.93365478515625
2020-09-16 00:00:00-04:00,262.0821838378906
2020-09-17 00:00:00-04:00,253.4296875
2020-09-18 00:00:00-04:00,251.1521453857422
2020-09-21 00:00:00-04:00,246.7960662841797
2020-09-22 00:00:00-04:00,253.3600616455078
2020-09-23 00:00:00-04:00,247.66131591796875
2020-09-24 00:00:00-04:00,248.16854858398438
2020-09-25 00:00:00-04:00,253.4296875
2020-09-28 00:00:00-04:00,255.41876220703125
2020-09-29 00:00:00-04:00,260.36163330078125
2020-09-30 00:00:00-04:00,260.4710388183594
2020-10-01 00:00:00-04:00,265.17523193359375
2020-10-02 00:00:00-04:00,258.521728515625
2020-10-05 00:00:00-04:00,263.2060546875
2020-10-06 00:00:00-04:00,257.2487487792969
2020-10-07 00:00:00-04:00,256.7116394042969
2020-10-08 00:00:00-04:00,262.3209533691406
2020-10-09 00:00:00-04:00,263.00714111328125
2020-10-12 00:00:00-04:00,274.2454833984375
2020-10-13 00:00:00-04:00,274.63336181640625
2020-10-14 00:00:00-04:00,270.3369140625
2020-10-15 00:00:00-04:00,265.2647399902344
2020-10-16 00:00:00-04:00,264.47906494140625
2020-10-19 00:00:00-04:00,259.9737243652344
2020-10-20 00:00:00-04:00,266.10015869140625
2020-10-21 00:00:00-04:00,277.209228515625
2020-10-22 00:00:00-04:00,276.6025390625
2020-10-23 00:00:00-04:00,283.2361755371094
2020-10-26 00:00:00-04:00,275.5980224609375
2020-10-27 00:00:00-04:00,281.74432373046875
2020-10-28 00:00:00-04:00,266.2095642089844
2020-10-29 00:00:00-04:00,279.2976989746094
2020-10-30 00:00:00-04:00,261.6744384765625
2020-11-02 00:00:00-05:00,259.9339599609375
2020-11-03 00:00:00-05:00,263.85247802734375
2020-11-04 00:00:00-05:00,285.81201171875
2020-11-05 00:00:00-05:00,293.07220458984375
2020-11-06 00:00:00-05:00,291.8091125488281
2020-11-09 00:00:00-05:00,277.2490234375
2020-11-10 00:00:00-05:00,270.94354248046875
2020-11-11 00:00:00-05:00,274.9714660644531
2020-11-12 00:00:00-05:00,273.5791015625
2020-11-13 00:00:00-05:00,275.43896484375
2020-11-16 00:00:00-05:00,277.4379577636719
2020-11-17 00:00:00-05:00,273.4995422363281
2020-11-18 00:00:00-05:00,270.4861145019531
2020-11-19 00:00:00-05:00,271.4508056640625
2020-11-20 00:00:00-05:00,268.2284851074219
2020-11-23 00:00:00-05:00,266.96539306640625
2020-11-24 00:00:00-05:00,275.4090881347656
2020-11-25 00:00:00-05:00,274.08636474609375
2020-11-27 00:00:00-05:00,276.29425048828125
2020-11-30 00:00:00-05:00,275.45880126953125
2020-12-01 00:00:00-05:00,284.98651123046875
2020-12-02 00:00:00-05:00,285.9512634277344
2020-12-03 00:00:00-05:00,280.31219482421875
2020-12-04 00:00:00-05:00,278.1739807128906
2020-12-07 00:00:00-05:00,284.0218505859375
2020-12-08 00:00:00-05:00,281.85369873046875
2020-12-09 00:00:00-05:00,276.40362548828125
2020-12-10 00:00:00-05:00,275.60797119140625
2020-12-11 00:00:00-05:00,272.0574951171875
2020-12-14 00:00:00-05:00,272.6939697265625
2020-12-15 00:00:00-05:00,274.04656982421875
2020-12-16 00:00:00-05:00,274.1659240722656
2020-12-17 00:00:00-05:00,272.982421875
2020-12-18 00:00:00-05:00,274.8919372558594
2020-12-21 00:00:00-05:00,271.3016357421875
2020-12-22 00:00:00-05:00,265.6327209472656
2020-12-23 00:00:00-05:00,266.6471252441406
2020-12-24 00:00:00-05:00,265.9410400390625
2020-12-28 00:00:00-05:00,275.4886169433594
2020-12-29 00:00:00-05:00,275.2698669433594
2020-12-30 00:00:00-05:00,270.38665771484375
2020-12-31 00:00:00-05:00,271.66961669921875
2021-01-04 00:00:00-05:00,267.4726257324219
2021-01-05 00:00:00-05:00,269.4915771484375
2021-01-06 00:00:00-05:00,261.87335205078125
2021-01-07 00:00:00-05:00,267.2737121582031
2021-01-08 00:00:00-05:00,266.110107421875
2021-01-11 00:00:00-05:00,255.4386444091797
2021-01-12 00:00:00-05:00,249.72000122070312
2021-01-13 00:00:00-05:00,250.26702880859375
2021-01-14 00:00:00-05:00,244.2997589111328
2021-01-15 00:00:00-05:00,249.98854064941406
2021-01-19 00:00:00-05:00,259.6754150390625
2021-01-20 00:00:00-05:00,266.0205993652344
2021-01-21 00:00:00-05:00,271.3811950683594
2021-01-22 00:00:00-05:00,273.0022888183594
2021-01-25 00:00:00-05:00,276.4931640625
2021-01-26 00:00:00-05:00,280.5110778808594
2021-01-27 00:00:00-05:00,270.6551513671875
2021-01-28 00:00:00-05:00,263.5541076660156
2021-01-29 00:00:00-05:00,256.9205017089844
2021-02-01 00:00:00-05:00,260.5804443359375
2021-02-02 00:00:00-05:00,265.62274169921875
2021-02-03 00:00:00-05:00,265.1951599121094
2021-02-04 00:00:00-05:00,265.03594970703125
2021-02-05 00:00:00-05:00,266.6371765136719
2021-02-08 00:00:00-05:00,265.1255187988281
2021-02-09 00:00:00-05:00,267.9798583984375
2021-02-10 00:00:00-05:00,270.38665771484375
2021-02-11 00:00:00-05:00,268.91473388671875
2021-02-12 00:00:00-05:00,269.02410888671875
2021-02-16 00:00:00-05:00,272.47515869140625
2021-02-17 00:00:00-05:00,272.0773620605469
2021-02-18 00:00:00-05:00,267.920166015625
2021-02-19 00:00:00-05:00,260.1329040527344
2021-02-22 00:00:00-05:00,258.9096374511719
